European Nucleotide Archive ID	RNAcentral ID
BC019248	
BC090052	
HM005319	
AK058171	
BC100956	
BC100957	
BC100958	
BC100959	
BC110065	
BC111414	
AC010448	
AC025766	
AC093311	
AC104127	
AC117521	
BC035515	
BF514032	
AB020632	
AK130941	
AJ295163	
S62138	
S62140	
X71427	
X71428	
AF071213	
BC000402	
BC002459	
BT007131	
CR456747	
AK122587	
AK025091	
BC030281	
AC007041	URS0000EB0224
D87060	
AB007869	
BC001071	
X06820	
AF498971	
CR542272	
AK124398	
AK312487	
BT019546	
BT019547	
AC023137	
BC066954	
M12174	
BK001232	
BK001671	
AC091564	
U86753	
AB007892	
AY518540	
AL133262	
BC001568	
D85423	
J04213	
L34219	
AK312457	
BC004199	
AF384856	
AB073610	
AY358156	
AK055882	
AK289415	
AK292292	
BC136551	
BC136552	
BC144238	
AL117190	
AC008534	
AK297452	
BC054885	
BC070332	
BC107571	
AL050298	
AL136560	
CR533539	
BC013999	
BC033897	
AC012065	
X79353	
X79354	
X79355	
X79356	
X79357	
X79358	
X79359	
X79360	
X79364	
X79361	
X79362	
X79363	
D45021	
AF400433	
AB101741	
AB101742	
AB101743	
AB101744	
AB101745	
AB101746	
AB101747	
AB101748	
AB101749	
AB101750	
AB101751	
AB101752	
AB101753	
AB101754	
AB101755	
AB101756	
AB101757	
AB101758	
AB101759	
AB101760	
AB101771	
AB101772	
AB101773	
AB101774	
AB101775	
AB101776	
AB101777	
AB101778	
AB101779	
AB101780	
AB101781	
AB101782	
AB101783	
AB101784	
AB101785	
AB101786	
AB101787	
AB101788	
AB101789	
AB101790	
AB101801	
AB101802	
AB101803	
AB101804	
AB101805	
AB101806	
AB101807	
AB101808	
AB101809	
AB101810	
AB101811	
AB101812	
AB101813	
AB101814	
AB101815	
AB101816	
AB101817	
AB101818	
AB101819	
AB101820	
AB101831	
AB101832	
AB101833	
AB101834	
AB101835	
AB101836	
AB101837	
AB101838	
AB101839	
AB101840	
AB101841	
AB101842	
AB101843	
AB101844	
AB101845	
AB101846	
AB101847	
AB101848	
AB101849	
AB101850	
AB102647	
CR542258	
CR542276	
BT019884	
BC000317	
BC012201	
U14623	
L05086	
HM005621	
KU178091	
AC025766	URS0000EBDE67
AC008534	URS0000EBDE67
KC877045	URS0000EBDE67
ABBA01156803	
AC242022	
	URS0000EC0B84
AC244090	URS0000E9B198
AB023416	
AF184072	
AF184073	
AF255794	
AF310103	
AF384665	
AK000211	
BC004470	
BC013569	
AK096820	
BC069351	
BC093894	
BC093896	
AL096865	
AF064804	
AF069734	
AF073930	
AK313874	
AL138880	
AL161905	
AL360272	
AL499610	
BC050384	
AK314383	
BC050636	
AK090695	
AK131485	
BC033211	
AB057364	
AF440740	
AL356984	
CH471248	
BC029499	
	URS0000EAE4C8
AL391118	
DQ096628	
AY727870	
AL832200	
BX537879	
CR749833	
AK027718	
AK127872	
BC090062	
AB046777	
AF454669	
AY163727	
AF467809	
AK313418	
BC105033	
BC105035	
AB524033	
U13913	
U23767	
BC062659	
BC137115	
BC137137	
U11717	
AY040849	
AB113575	
AB113382	
U02632	
U09384	
AF025999	
U11058	
AF118141	
AC008124	
AC009464	
AC009777	
KF455640	
AF522369	
	URS0000EC1B93
AL161907	
AL358135	
AL513219	
AL589657	
KF458161	
AD000685	
AC093072	
KF459713	
AD001530	
AK293119	
AK313697	
BX936365	
BC000028	
BC015499	
D83389	
D83260	
BC144496	
AF133298	
AL136781	
AL834386	
BC030599	
BC038406	
AC011439	URS0000EB48B7
AC021032	URS0000EB48B7
AL157833	URS0000EB48B7
AL627447	URS0000EB48B7
AL731556	URS0000EB48B7
AL731560	URS0000EB48B7
AC067745	URS0000EB48B7
AL607069	URS0000EB48B7
AL731575	URS0000EB48B7
Y11251	
AF030234	
AC000015	
BC040951	
AC084878	
	URS00008B714E
BC015744	
BC062330	
X92896	
AF001450	
AF001443	
AF001444	
AF001445	
AF001446	
AF001447	
AF001448	
AF001449	
AF053952	
AF053949	
L40992	
AC012361	
BX664739	
J03589	
BC043346	
BC053589	
AC087591	
AC090937	
KF495759	
U40282	
AJ277481	
AF244139	
AJ404847	
AK293474	
AK296628	
CR407673	
CR749220	
BC001554	
EU794625	
X12458	
BC004966	
AL008733	
AL354743	
AL512383	
AL590438	
KF495847	
J03925	
M18044	
S52227	
S52152	
S52153	
S52154	
S52155	
S52157	
S52159	
S52161	
S52164	
S52165	
S52167	
S52169	
S52170	
S52173	
S52174	
S52180	
S52181	
S52184	
S52189	
S52191	
S52192	
S52203	
S52212	
S52213	
S52216	
S52219	
S52220	
S52221	
S52222	
S52226	
BC096346	
BC096347	
BC096348	
BC099660	
J04145	
M76724	
M84477	
AB078876	
AF294278	
AB051462	
BC161614	
AC093520	URS0000EC1A67
KF510380	
AK025473	
AK316162	
AK316204	
AK316310	
DC325170	
BC017473	
AL008733	URS00008C3861
AL354743	URS00008C3861
AL512383	URS00008C3861
AL590438	URS00008C3861
KF495847	URS00008C3861
D12620	
D12621	
AB002454	
AB002461	
AF054821	
AK304200	
AK316136	
AY792513	
BC136299	
AC093520	
AK299244	
U13991	
U25816	
AF498312	
CR541943	
BC012088	
S79854	
AL049836	
BC017717	
AK096856	
AK097276	
AK131078	
AK123054	
AC090954	
BC035364	
BF989107	
BX640820	
BX538312	
LS482385	
AC008573	
AY656715	
AY656716	
AK025997	
AK057694	
AK091330	
AC010362	
AC012312	
AC099507	
BC030005	
AY008841	
AB035130	
AB035131	
AY358977	
AK075435	
AL832171	
AC004523	
KF459712.1	
AC122702	
KF510930	
AL050336	
AL357057	
AL355522	
AL591211	
AL118558	
AL137779	
KC877536	
AEKP01137955	
KF459712	
D89016	
BT007270	
AL512413	
BC002681	
BC051838	
M81695	
M29165	
M29487	
M29482	
M29483	
M29484	
M29485	
M29486	
BC038237	
AF216941	
AY032602	
AK075163	
AK097048	
AK075144	
BC035968	
DQ679794	
AK222544	
AK223130	
BC144300	
AB020686	
AK291276	
AL035701	
BC018054	
AK058062	
AC090071	
BC034772	
AY358514	
BC027615	
X55448	
X87193	
AK294116	
AK314682	
BC008912	
KC877040	
KF457950	
AC004597	
BC069085	
BC069457	
BC112178	
BC113647	
AF399585	
BK004211	
KP290609	
BC106707	
BC113844	
BK004212	
KP290549	
AB065920	
BC136869	
AF399583	
BK004271	
BK004272	
KP290613	
D83407	
AY034085	
AY034086	
AK090990	
AL390741	
AL359633	
BC002934	
AC004510	
BC130360	
BC132969	
AF399584	
BK004210	
KP290349	
U37028	
AF187881	
U40274	
U40275	
U40276	
U40277	
U40279	
U40278	
AL589903	
M83308	
U66875	
BC029818	
AC026471	
AK291063	
BC036762	
AB011539	
AB231860	
AL513320	
AF237982	
AK292263	
AL591242	
AL035670	
BC010358	
AC010872	
AC115619	
KF456638	
EG328743	
AF021351	
AL512628	
BC041089	
AY091459	
AY217348	
AK023125	
AK024430	
BC014945	
BC014399	
AF110532	
AY358711	
AK291427	
BC033091	
AK289919	
BC019034	
AK125838	
AK131455	
BX648686	
AF039442	
AB002370	
BC015163	
BC056893	
U10990	
L27586	
AB307708	
AK290590	
M31520	
U12202	
BX336465	
AK311776	
AK311910	
BX537975	
BC000523	
BC003149	
BC071926	
D26480	
AB015306	
U02388	
AK290790	
AK300961	
AF467894	
AC005336	
AC004791	
BC067437	
BC067439	
BC067440	
AF221943	
U20157	
U24577	
EF568110	
BC038452	
HQ995528	
KF459709	
AL161618	
AL451143	
AK304342	
AF277315	
X03674	
M65234	
M26749	
M26750	
M65225	
M65226	
M65227	
M65228	
M65229	
M65230	
M65231	
M65233	
M65232	
M21248	
M19866	
BC000337	
M27940	
S58359	
X53815	
S64462	
AY158096	
AY158097	
AY158098	
AY158099	
AY158100	
AY158101	
AY158102	
AY158103	
AY158104	
AY158105	
AY158106	
AY158107	
AY158108	
AY158109	
AY158110	
AY158111	
AY158112	
AY158113	
AY158114	
AY158115	
AY158116	
AY158117	
AY158118	
AY158119	
AY158120	
AY158121	
AY158122	
AY158123	
AY158124	
AY158125	
AY158126	
AY158127	
AY158128	
AY158129	
AY158130	
AY158131	
AY158132	
AY158133	
AY158134	
AY158135	
AY158136	
AY158137	
AY158138	
AY158139	
AY158140	
AY158141	
AY158142	
M12996	
M23423	
GQ891491	
AL136528	
AB034912	
AK000437	
BC086311	
GQ891379	
EF469766	
EF567077	
BC004277	
BC140769	
AK001581	
AK027564	
AB058697	
KF459561	
U37352	
Z69030	
AK131391	
AK302470	
AB451341	
D26445	
L42375	
AY875939	
AY358596	
AK303855	
BC036047	
BC130329	
AL832711	
AC008547	
M82962	
AF478685	
AK290282	
AK315246	
AK315840	
BC131714	
BC143651	
AC090071	URS0000E9E995
AC008547	URS0000E9E995
AL834515	
BC013982	
BC015667	
AB067508	
AB065678	
JF810884	
BC030197	
BK005422	
AK024702	
AK024433	
AK294123	
AK298791	
BC003590	
AF271070	
AF247166	
AK027825	
AK074758	
AK074949	
BC010620	
BC016183	
AC008840	
AC016254	
AC025031	
BC024023	
BC035110	
BC048979	
BM263054	
AF236085	
AK289424	
AC020950	
AC011517	
BC016853	
KF456510	
AB065921	
AF399586	
BK004270	
KP290351	
AY027526	
AK093225	
AK292338	
BC032832	
BC047333	
HM005492	
AY140958	
AY498875	
AB018301	
AL050295	
AL832125	
AL096772	
BC066121	
AY255552	
AF017456	
AF039704	
AF491290	
AY268890	
AY358502	
AK222499	
BC014863	
AC008821	
KF457947	
AC009242	URS0000EA3C00
AC066692	URS0000EA3C00
AC079924	URS0000EA3C00
KF456640	URS0000EA3C00
AL391665	
AY235683	
AB033050	
AC009242	
AC066692	
AC079924	
KF456640	
AL356753	
AL358782	
AB020685	
AK290034	
BC020231	
BC041337	
AY009133	
AK092312	
AK301735	
BC106940	
AB209673	
AF062089	
AF091453	
AF074382	
AJ271718	
AF261086	
AY114157	
AK000593	
BT019621	
BC000299	
BC012114	
BC046922	
BC050612	
AF259799	
AF298897	
AJ344099	
AB037803	
AK001700	
AK172784	
CR457267	
BC040342	
AC090954	URS0000EC06D3
AC090954	URS0000E9D995
AF116343	
DQ309025	
AK313327	
BC001507	
BC001830	
BC017288	
BC032545	
AB007836	
AL133481	
AC244090	URS00008C2B63
AK291192	
AL832079	
BC092484	
BC093681	
BC111997	
BC143298	
AB065679	
AB045123	
AK026337	
AK055208	
AL355518	
BC113634	
BC113636	
AY140952	
AY255595	
M80254	
AK296669	
BC005020	
BC110299	
D21238	
X76648	
AF069668	
AF115105	
AF115104	
AF162769	
BT006689	
CR450312	
CR542165	
AK311868	
DQ026062	
BC005304	
BC010965	
BC106075	
U87459	
AJ003149	
AF038567	
AJ275977	
BC130362	
BC130364	
AJ275978	
AK075279	
BC028617	
BC039249	
BC053564	
BC070048	
KF510951	
AC008073	
AC104665	
	URS0000EAFAEC
BX357394	
AJ223093	
AJ223040	
AJ223041	
AJ012834	
AJ012835	
AY679088	
AY679089	
AC244107	
BC002833	
BC113998	
BC128045	
AC087590	
AF218013	
AK025598	
BC035698	
AF068868	
AY358304	
AK315560	
BT007420	
AL096801	
BC010241	
BC017730	
BC021572	
U88629	
AK297956	
AC008592	
BC028412	
AC008894	
KC877046	
M95549	
BC131542	
BX248123	
AC109993	
AY057989	
AK126283	
AK307927	
AC107450	
U60325	
X98093	
D84103	
AF497906	
BC042571	
BC050559	
HQ205386	
HQ205387	
HQ205388	
HQ205389	
HQ205390	
HQ205391	
HQ205392	
HQ205393	
HQ205394	
HQ205395	
HQ205396	
HQ205397	
HQ205398	
HQ205400	
HQ205401	
HQ205402	
HQ205404	
HQ205405	
HQ205406	
HQ205407	
HQ205408	
HQ205409	
HQ205410	
HQ205411	
HQ205412	
HQ205413	
HQ205414	
HQ205415	
HQ205417	
HQ205418	
HQ205419	
HQ205420	
HQ205421	
HQ205422	
HQ205423	
HQ205424	
HQ205425	
MH973638	
S69815	
D38037	
L37086	
S69800	
AF322070	
AB190793	
BC002614	
AF146277	
AF164377	
AL355353	
AL358178	
BC069444	
AL050105	
	URS0000EB9DC1
AL356421	
AF305814	
AF193836	
AB055003	
AK291168	
BC069819	
BC101827	
BC104913	
AB053446	
AB000895	
AY140953	
AB065684	
DQ315369	
AB083617	
AY255612	
AF401310	
AF151868	
AF161523	
AF184213	
AK311908	
BC015463	
AC008014	
AC080136	
KF459548	
M30838	
M13686	
HQ021433	
HQ021434	
HQ021435	
HQ021436	
HQ021437	
HQ021438	
HQ021439	
HQ021440	
HQ021441	
HQ021442	
AK290703	
AY198391	
BC029913	
BC111570	
BC171875	
AB028639	
AY237005	
AB079074	
AB080610	
AY454159	
AL833007	
BC014103	
BC047595	
BC095477	
X64810	
M90753	
D73407	
AK303888	
AC008951	
AC108107	
U24128	
AF164797	
AF141338	
AK026857	
CR457177	
BC012306	
AB051620	
KF459608	
BC008360	
BC016154	
AC004010	
AC008083	
AC119044	
KF455641	
AK055413	
AK023930	
AK092580	
AK222913	
BC000822	
BC009308	
DQ315370	
AB065474	
AK095395	
AY255556	
AY140957	
BC140734	
KP290536	
AF321237	
AB065823	
BC151143	
AF399618	
BK004295	
KP290199	
AF065870	
AB065822	
BC101489	
BC101491	
BK004427	
KP290513	
AF324499	
BC093651	
BC093653	
AF065874	
AF399623	
KP290706	
AC017103	
BC136955	
AF399624	
BK004293	
X05276	
AK023385	
AK315076	
BT019634	
BC002827	
BC037576	
BC067225	
M12127	
AF364517	
AF208865	
AY072612	
AF485325	
BC035842	
AF112995	
AC106730	
AF209506	
AC087280	
BC137024	
BC137027	
AF399625	
AL161622	
L13616	
L05186	
AK304356	
AC100860	
AC105009	
AC105235	
KF458878	
KF458882	
BC035404	
AF010309	
AF010317	
AY371700	
BT007149	
AK223382	
DQ232851	
BC000474	
AB065824	
BC140729	
AF065876	
AF399591	
BK004434	
KP290302	
AY377391	
AY288419	
AY255615	
BC126194	
BC126198	
AB065825	
BC137208	
BC137209	
AF399592	
BK004294	
AK292601	
BC029523	
AK123835	
AK299301	
AK300335	
KJ534581	
AL139336	
AL121973	
AL353138	
BC136779	
BC137359	
BC137364	
	URS0000EACE9A
AJ224481	
AJ010395	
AJ010396	
AF067008	
AF067023	
AF067009	
AF067010	
AF067011	
AF067012	
AF067013	
AF067014	
AF067015	
AF067016	
AF067017	
AF067018	
AF067019	
AF067020	
AF067021	
AF067022	
U59151	
JF279874	
BC009928	
BC010015	
BC050462	
AC109993	URS0000E9ACBF
AC100875	
AF056618	
AC090160	
BC014538	
AL132656	
AK302639	
AL590668	
M65131	
M37510	
M37499	
M37500	
M37501	
M37503	
M37504	
M37505	
M37506	
M37507	
M37508	
M37509	
AK292568	
BT007434	
BC016282	
KU178201	
MF170179	
MF170186	
MF170187	
FJ224305	
AC004241	
AK025561	
AK299465	
BC056415	
AC074050	
AC002519	
AK001407	
AK293016	
AL590244	
BC016279	
AL135925	
AK126371	
AF056617	
AK313462	
BC136772	
AK054918	
AK289889	
BC036917	
AK090524	
AL117422	
BC010123	
AB005047	
AK128671	
BC018134	
BC055408	
	URS0000EB52F1
AY154469	
BK001107	
AK301557	
AF069682	
BC057796	
AF279289	
AB002323	
AB290157	
AY682080	
U53530	
L23958	
BC021297	
AC067931	URS0000EAB6C4
AC100860	URS0000EAB6C4
AC105009	URS0000EAB6C4
AC105235	URS0000EAB6C4
KF458878	URS0000EAB6C4
KF458882	URS0000EAB6C4
X65018	
L05485	
L05483	
L05484	
CR541948	
AY216721	
AL512662	
BC022318	
M32402	
M36109	
AK075446	
AK300169	
AK314688	
BC069715	
BC074763	
BC111782	
AC107884	
AC027804	
AC060799	
Y11416	
AF079094	
AF079082	
AF079083	
AF079084	
AF079085	
AF079086	
AF079087	
AF079088	
AF079089	
AF079090	
AF079091	
AF079092	
AF079093	
AF077628	
AF077616	
AF077617	
AF077618	
AF077619	
AF077620	
AF077621	
AF077624	
AF077625	
AF077626	
AF077627	
AY040827	
AY040828	
AY040829	
AB055065	
AB055066	
AK302118	
AK304177	
AK304784	
BC117251	
BC117253	
BC046367	
AK055003	
AF220492	
AK292573	
BC036367	
BC127088	
BC127089	
X78925	
AC034105	
KF456187	
M64925	
M87059	
U39611	
AY423731	
AK290246	
AK303111	
AK312296	
AK315957	
AY634686	
BC002392	
X56741	
S53268	
AF498943	
BT007184	
AK293676	
CR536583	
CR542274	
BC002977	
AC027125	
AK057791	
BC022400	
	URS0000EAFC2E
AK293370	
AC027125	URS0000EC0FD7
AL356095	
AK023325	
CR457310	
AK222536	
BC022252	
AY358591	
AK298137	
BC035895	
BC092488	
AC142381	URS0000EB2ECB
AC142381	
AF272973	
AK304697	
BC041329	
AC013391	
CH471172	URS0000EB83DF
AC109993	URS0000EB83DF
AC020911	
AY319652	
AK027792	
AK131222	
BC025237	
KF495722	
AF193809	
AF219986	
AF219981	
AF219982	
AF219983	
AF219984	
AF219985	
AF081497	
AF284446	
AY257182	
AK290899	
AK313238	
BC030965	
AC040970	
AL121950	
X64594	
AF031548	
AF031549	
AF237387	
AF237382	
AF237383	
AF237384	
AF237385	
AF237386	
AK313505	
BX470111	
M14113	
X01179	
M90707	
K01740	
M88648	
M88628	
M88629	
M88630	
M88631	
M88632	
M88633	
M88634	
M88635	
M88636	
M88638	
M88639	
M88640	
M88641	
M88642	
M88643	
M88644	
M88645	
M88646	
M88647	
AY769950	
AK289947	
AK313707	
BX842559	
BX842564	
BX890586	
BC022513	
BC064380	
BC098389	
BC111967	
BC111969	
U80228	
AF179685	
	URS0000EB1AEC
AB050868	
BC069428	
BC112200	
BC113591	
AB023508	
AB023509	
CR541650	
AK312220	
AL133588	
BC096700	
BC096733	
BC098165	
BC099842	
AC133485	
BC066348	
BC090922	
BC117332	
BC117334	
X15183	
M27024	
AJ890082	
AJ890083	
DQ314871	
AK056446	
AK291115	
AK291607	
AL133223	
X07270	
M30626	
BC000987	
BC121062	
D87666	
GQ472230	
GQ149083	
AF151902	
AL050157	
BC000639	
BC004447	
BC017286	
BU543240	
X86012	
CR542230	
BC128034	
AL133223	URS00008BCAB2
BX276110	
BX682237	
M34677	
AY619999	
AY620000	
AY620001	
BC039693	
BC071963	
AC104237	
KF455313	
AK057387	
AL365330	
BC112108	
BC112112	
AC013787	
GQ227787	
DR731357	
AK074727	
AK123612	
AK315750	
BX538335	
BC002881	
BC033209	
	URS00008C2E21
AY032594	
AF267862	
AJ272054	
AF320778	
AK313143	
BC000255	
BC072685	
BC108657	
KC152644	
BC146945	
BC146957	
M25532	
X95239	
AY289796	
AY292862	
AY292863	
AY773479	
AK292385	
AK223337	
BC022011	
BC107707	
HM005356	
AL359402	
BX248274	
AK297727	
BC028387	
BC030654	
AF327354	
AL133558	
	URS0000EB720F
KF456012	
Z24459	
BT006749	
BC002600	
CH471172	URS0000E915F0
BX470111	URS0000E915F0
Z24459	URS0000E915F0
BT006749	URS0000E915F0
BC002600	URS0000E915F0
AK058001	
AK131505	
BC133023	
BC144226	
AB020677	
AC079075	
AY358384	
BC040878	
BC104044	
BC112271	
BC112273	
AC138907	
BC031301	
AB033011	
AB023508	URS0000E99582
AB023509	URS0000E99582
CR541650	URS0000E99582
AK312220	URS0000E99582
AL133588	URS0000E99582
BC096700	URS0000E99582
BC096733	URS0000E99582
BC098165	URS0000E99582
BC099842	URS0000E99582
AC040970	URS0000E9D604
AK091556	
AB005293	
BC031084	
AJ225895	
AF057036	
AF229126	
AF229117	
AF229118	
AF229119	
AF229120	
AF229121	
AF229122	
AF229123	
AF229124	
AF229125	
AY150334	
AY150336	
AY150337	
AY150338	
AY150339	
AK128401	
BC074828	
BC074829	
AC027129	
KF457603	
KF495776	
AB015594	
AF093668	
CR542046	
CR542075	
AK300978	
BC009697	
AK313318	
AK001415	
L19605	
AJ278463	
AJ278464	
AJ278465	
AK301047	
AL513174	
BC007564	
GQ891463	
AK056107	
AK126287	
AC142086	
AL121974	
AL352978	
X64643	
S68015	
AY438030	
AK298886	
AK299194	
AK313544	
BX293995	
BC002999	
BC006540	
U78168	
U78169	
AK290230	
AC137054	
BC017728	
AF103905	
X05246	
AK312770	
BC038843	
HM005452	
AF290613	
DQ059565	
BC017469	
AC011676	
AK097525	
BC064626	
AL390084	
AL390085	
AK304683	
AL359195	
D49357	
X69078	
BC018359	
AL356738	
U96759	
Y17394	
AK301646	
AK313420	
BT019604	
BC046094	
U56833	
BC006219	
AL357533	
AL357534	
X95237	
X95238	
S80310	
D38451	
AB451334	
AB451479	
AL359458	
AC142086	URS0000EB501E
GQ472203	
AF123344	
AF134053	
AF205849	
EF078888	
BC071983	
AC145350	
AC020917	
BC111413	
BK000142	
AY052478	
AL834460	
BC009714	
DQ012023	
AY621330	
AY278322	
AK125908	
AK292542	
BC019250	
DQ012018	
AY122470	
DQ012017	
Y12696	
AJ000217	
AJ000218	
AJ000219	
AK292785	
BC022305	
DQ012014	
DQ012015	
AL138879	
AC234781	
AK296718	
AL834426	
BC021714	
AF034803	
AC004466	
AF254576	
BC101409	
BC101415	
BC101417	
BC101418	
BC130510	
BC130512	
BC134365	
AK000496	
BC002759	
BC026344	
BC065033	
AK093378	
BC007374	
AL031224	
AY028376	
AL049693	
AC138647	
KF459654	
KF459918	
Y09912	
BC037225	
AJ278356	
X95694	
AF373407	
AK001589	
AK291694	
AK304830	
AK310667	
CR457265	
AM393196	
BC025269	
CH471247	
AJ271735	
AK289543	
BC069609	
BC074972	
BC074973	
AF041038	
	URS0000E95ED3
AC138647	URS00007BEE57
AF182198	
AF182199	
AF248540	
AB033082	
AC009228	
AK021545	
AK000302	
AF001630	
U61167	
AY359059	
AK315440	
AK074643	
AK075447	
AC021028	
BC005871	
AF305824	
X13276	
M22324	
AC018988	
BC058928	
M55522	
AJ421875	
AJ421876	
AJ426050	
AJ427985	
AJ427986	
AJ427987	
AJ427988	
	URS0000EB43DA
AB022694	
U46191	
U46192	
U46193	
U46194	
AK302349	
AK312778	
BC053536	
AJ271736	
X92396	
AJ549301	
AJ295938	
AK222794	
BC056141	
BI547528	
KF510413	
KF510183	
AL352978	URS0000EB41DC
AL359402	URS0000EB41DC
AL352978	URS0000EA2F3E
AL359402	URS0000EA2F3E
AC136428	
AL352978	URS0000EBE212
AL359402	URS0000EBE212
M84747	
L39064	
AY071830	
S71404	
S71420	
AL352978	URS0000EB4E5C
AL359402	URS0000EB4E5C
X99459	
AK294712	
AK312467	
AK222698	
AC027176	
BC002785	
BC010020	
AL691523	
AB011134	
BC001640	
BC047450	
BC050721	
AK055726	
AC103758	
AC129918	
AC134682	
BC113556	
BC143684	
KC877361	
KC877368	
KC877376	
KC877391	
BC126343	
AF311903	
AL136638	
AK295321	
BC002920	
BC093016	
AL137229	
AK001994	
AK289632	
AK093342	
BX248266	
BC073137	
AK223312	
KF455265	
AL391221	
AY074797	
AY129465	
AF480064	
AY092083	
AL590391	
AL157774	
AL355997	
AL121946	
AF169802	
AY665398	
BC001346	
AL133582	
AK303065	
AK000495	
BC053602	
AL731544	
AF064019	
AB013918	
AF039210	
AB028911	
AB028912	
AB028913	
AK290877	
BC048797	
Z58820	
U32659	
AY460616	
BC066251	
BC066252	
BC067503	
BC067504	
BC067505	
AF228148	
AF228149	
AK056112	
DA167716	
CR457178	
BC000600	
BU174070	
AC139676	
BC032827	
AF409061	
AF384857	
AL034343	
BC070124	
AF332389	
AK094712	
BC126476	
BC130541	
AK160373	
AL831826	
AB005297	
CH471061	URS0000E9D70B
AF228148	URS0000E9D70B
AF228149	URS0000E9D70B
AK056112	URS0000E9D70B
DA167716	URS0000E9D70B
CR457178	URS0000E9D70B
AL137229	URS0000E9D70B
BC000600	URS0000E9D70B
BU174070	URS0000E9D70B
AC087284	
AJ131753	
AF161397	
AK301546	
AK301990	
BC001627	
AF409062	
AK056977	
ABBA01028682	
	URS0000EB7F4C
AK289493	
BX005110	
BC035643	
BC067302	
AF193421	
AF248637	
D87468	
BC012321	
BC075802	
AC108002	
KC877375	
BC043351	
AF072467	
AF072468	
DQ857894	
DQ001411	
AL096706	
AL136085	
AL354749	
AL391478	
AL513204	
AL589782	
HM068873	
AC108002	URS0000D6DB77
KC877375	URS0000D6DB77
BC007440	
AC010157	
AL096705	
AL096863	
AL096864	
AL356129	
AL358552	
AL513316	
X69433	
AK294148	
AK312627	
AK316388	
AC092769	
BC009244	
BC071828	
HM068880	
HM068881	
HM068883	
HM068884	
HM068885	
AL136293	
AB002295	
AB002327	
BC136647	
BC142667	
BC142715	
BC151230	
AF043498	
AJ297436	
AY358912	
BC023582	
BC065183	
U94855	
AK095574	
AK289637	
AK291354	
BT006894	
CR456959	
BC000490	
X62153	
D38073	
AK301704	
AY621074	
BC001626	
BC003509	
KU178170	
BX161460	
AK291868	
BC015422	
BC027479	
AC091167	
AJ001348	
BC001291	
BC117142	
BC117144	
AI740834	
AL136125	
AL138722	
AF347029	
AY424286	
AK315088	
BC030664	
AF313619	
AC116456	
AC008906	
AC020900	
AC104125	
KC877037	
AL132801	
BC051003	
BC064495	
AF155595	
D31888	
AY282806	
AF175409	
AL391808	
AL023586	
Z98886	
AL049672	
AL049673	
AF242773	
AK315614	
AK075407	
BC001311	
BC019104	
AC022389	
AB009685	
AF131820	
AF060923	
AL136713	
AY358824	
AK292864	
AL603756	
BC010354	
AY358751	
X99977	
AY579079	
AY579080	
BC069292	
BC105133	
BC105135	
AF239243	
AY302468	
AY321367	
BT009771	
AK001032	
AK001190	
AK024469	
AK027781	
AK122588	
AK128383	
AK299292	
AK301545	
AK303481	
BC006453	
BC020505	
BC064840	
AL117455	
AC013459	
U59302	
AJ000881	
AJ000882	
U90661	
EF660499	
AC093798	
BC111533	
BC111534	
U40396	
U19179	
AY633656	
AY358432	
AK290331	
BC119019	
BC119812	
AB593150	
AC083841	
KF459649	
AC008764	
AF110265	
AB015346	
AK024166	
AK296473	
BC131590	
BC142716	
AB081838	
AY587277	
AY358417	
BC073803	
AY445887	
AB051532	
AY358392	
AL390080	
AL390081	
AL390082	
AK026133	
BC010701	
BC017658	
KF456515	
U03274	
AF018631	
AF018630	
AK294301	
AK297033	
AK301838	
AK313252	
BC012099	
AC090950	
AL117209	
U15637	
U19260	
L38509	
U21092	
BX247977	
AK303172	
BC075087	
BC075086	
AF110908	
U54644	
U82467	
BC075031	
BC075032	
HM005425	
AF321824	
AC092368	
AK025662	
AK055931	
BC000960	
BC030699	
X82693	
Y12642	
AK312164	
BC022806	
BC031330	
U66837	
AC012073	
AK027859	
AK315483	
BC002870	
AF328788	
AY358468	
AC091013	
AY326435	
AY326436	
AM422214	
AY358475	
AK021670	
AK315379	
AL832601	
AC129895	
BC022455	
KU178775	
U82226	
U85611	
AB021866	
JQ246073	
U83236	
CR456955	
AB451276	
AB451406	
BC000846	
HM005549	
AB576176	
AK058084	
BC014595	
HM005344	
BC038799	
AB053448	
AL080188	
AB593154	
AB593155	
AC024075	
AK130527	
AC073385	
KF458887	
	URS0000EA5F76
D84290	
AB000381	
BC074930	
BC126336	
BC126338	
	URS0000EA7D02
KU178773	
KF455312	
BX648524	
BC140765	
BC144475	
AK127965	
BC036668	
AF191298	
AF186382	
AF175265	
AF183418	
AK001614	
AK023650	
AK000395	
AL136888	
AL512769	
BC002414	
BC010362	
BC093036	
AY007112	
AB029315	
AF242770	
AL360142	
AL834503	
BC001682	
BC007222	
BC009389	
BC017192	
BC096824	
BG719592	
AF225423	
AY049780	
AK312641	
AK025395	
BC027869	
AC007225	
AC012186	
M32879	
M32863	
M32878	
X55764	
D16153	
D16155	
EU332839	
BC096286	
BC096287	
M24667	
D10169	
M26682	
AJ277662	
BC039512	
BC069673	
BC069752	
BC069793	
BC096056	
BC096057	
AL035406	
AY118228	
AF537130	
AL356261	
AL356693	
BC040520	
AB014573	
AY367056	
AB002377	
AK126888	
AK293770	
BC106948	
BC113868	
BC114476	
AK289385	
AC018946	
BC067279	
AF128625	
AB032950	
