uniprot_entry	Gene name	Gene stable ID
P24522	GADD45A	ENSG00000116717
Q96IG2	FBXL20	ENSG00000108306
O95633	FSTL3	ENSG00000070404
P19440	GGT1	ENSG00000100031
Q5YKI7	GGNBP1	ENSG00000204188
Q04446	GBE1	ENSG00000114480
O75223	GGCT	ENSG00000006625
O00258	GET1	ENSG00000182093
O00258	CHD5	ENSG00000116254
Q8TD26	CHD5	ENSG00000116254
Q8TDI0	CHD5	ENSG00000116254
Q8N9F7	GDPD1	ENSG00000153982
Q9UKD1	GMEB2	ENSG00000101216
Q9BYB4	GNB1L	ENSG00000185838
Q9Y2T3	GDA	ENSG00000119125
P16260	GDA	ENSG00000119125
P11166	SLC2A1	ENSG00000117394
Q9UJM8	HAO1	ENSG00000101323
P22303	ACHE	ENSG00000087085
P16219	ACADS	ENSG00000122971
Q9Y614	ACTL7B	ENSG00000148156
Q8WXA8	HTR3C	ENSG00000178084
Q9NS82	SLC7A10	ENSG00000130876
Q99217	AMELX	ENSG00000125363
P49419	ALDH7A1	ENSG00000164904
Q96NN9	AIFM3	ENSG00000183773
Q8NCV1	ADAD2	ENSG00000140955
Q8IVF2	AHNAK2	ENSG00000185567
Q86TW2	ADCK1	ENSG00000063761
P07550	ADRB2	ENSG00000169252
P10109	FDX1	ENSG00000137714
Q32M45	ANO4	ENSG00000262139
Q32M45	ANO4	ENSG00000151572
Q6UB99	ANKRD11	ENSG00000167522
Q9NVM4	PRMT7	ENSG00000132600
Q02410	APBA1	ENSG00000276497
Q02410	APBA1	ENSG00000107282
Q6P2P2	PRMT9	ENSG00000164169
Q86XK2	PRMT9	ENSG00000164169
Q0VD83	APOBR	ENSG00000184730
Q9H6L4	ARMC7	ENSG00000125449
Q92974	ARHGEF2	ENSG00000116584
O43488	AKR7A2	ENSG00000053371
O43315	AQP9	ENSG00000103569
O14520	AQP9	ENSG00000103569
Q8NFD2	ANKK1	ENSG00000170209
P35626	GRK3	ENSG00000100077
Q01484	ANK2	ENSG00000145362
Q7Z3E5	ARMC9	ENSG00000135931
Q9H993	ARMT1	ENSG00000146476
Q99929	ASCL2	ENSG00000183734
O95352	ATG7	ENSG00000197548
Q96SW2	CRBN	ENSG00000113851
Q0VDD7	BRME1	ENSG00000288152
Q0VDD7	BRME1	ENSG00000132016
Q9C0B6	BRINP2	ENSG00000198797
P13497	BMP1	ENSG00000168487
Q9NW68	BSDC1	ENSG00000160058
Q9BYV7	BCO2	ENSG00000197580
Q6AI39	BICRAL	ENSG00000112624
Q8WWF8	CAPSL	ENSG00000152611
Q8NFC6	BOD1L1	ENSG00000038219
Q8NFJ8	BHLHE22	ENSG00000180828
Q96PG8	BBC3	ENSG00000105327
Q9BXH1	BBC3	ENSG00000105327
Q9NS00	C1GALT1	ENSG00000106392
Q2M329	CCDC96	ENSG00000173013
Q5T0U0	CCDC122	ENSG00000151773
Q86YS7	C2CD5	ENSG00000111731
P33076	CIITA	ENSG00000179583
P10092	CALCB	ENSG00000175868
Q05682	CALD1	ENSG00000122786
Q86X55	CARM1	ENSG00000142453
P53701	HCCS	ENSG00000004961
Q15003	NCAPH	ENSG00000121152
Q96SN8	CDK5RAP2	ENSG00000136861
Q8WWK9	CKAP2	ENSG00000136108
Q96KP4	CNDP2	ENSG00000133313
Q9UBY8	CLN8	ENSG00000278220
Q9UBY8	CLN8	ENSG00000182372
Q8IYJ1	CPNE9	ENSG00000144550
Q96FN4	CPNE2	ENSG00000140848
Q9HB03	ELOVL3	ENSG00000119915
Q9UI10	EIF2B4	ENSG00000115211
O43731	KDELR3	ENSG00000100196
Q96CS3	FAF2	ENSG00000113194
Q6L9T8	FAM72D	ENSG00000215784
Q8WWV6	FCAMR	ENSG00000162897
Q99518	FMO2	ENSG00000094963
P31512	FMO2	ENSG00000094963
Q9NVF7	FBXO28	ENSG00000143756
Q5XUX0	FBXO31	ENSG00000103264
Q8TF61	FBXO41	ENSG00000163013
Q9UJT9	FBXL7	ENSG00000183580
P39748	FEN1	ENSG00000168496
Q96CD0	FBXL8	ENSG00000135722
Q8N441	FGFRL1	ENSG00000127418
P22087	FBL	ENSG00000280548
P22087	FBL	ENSG00000105202
O95177	GAS8-AS1	ENSG00000221819
Q86XJ1	GAS2L3	ENSG00000139354
Q13283	G3BP1	ENSG00000145907
O14556	GAPDHS	ENSG00000105679
O95073	FSBP	ENSG00000265817
Q9BTV5	FSD1	ENSG00000105255
P57678	GEMIN4	ENSG00000179409
Q96RT8	TUBGCP5	ENSG00000280807
Q96RT8	TUBGCP5	ENSG00000276856
Q96RT8	TUBGCP5	ENSG00000275835
P59768	GNG2	ENSG00000186469
Q9P109	GCNT4	ENSG00000176928
P04899	GNAI2	ENSG00000114353
Q9Y692	GMEB1	ENSG00000162419
Q9NYA3	GOLGA6A	ENSG00000159289
Q13588	GRAP	ENSG00000154016
P40197	GP5	ENSG00000178732
Q99445	GML	ENSG00000104499
O94925	GLS	ENSG00000115419
Q9P2T1	GMPR2	ENSG00000284752
Q9P2T1	GMPR2	ENSG00000100938
Q92643	PIGK	ENSG00000142892
P56524	HDAC4	ENSG00000068024
Q8TAX9	GSDMB	ENSG00000073605
Q9H772	GREM2	ENSG00000180875
Q02539	H1-1	ENSG00000124610
Q9NZI5	GRHL1	ENSG00000134317
P15516	HTN3	ENSG00000282967
P15516	HTN3	ENSG00000205649
O95336	PGLS	ENSG00000130313
O95342	ABCB11	ENSG00000276582
O95342	ABCB11	ENSG00000073734
Q7L211	ABHD13	ENSG00000139826
Q9UGJ0	PRKAG2	ENSG00000106617
Q9BXI3	NT5C1A	ENSG00000116981
P63151	PPP2R2A	ENSG00000221914
Q13685	AAMP	ENSG00000127837
Q96M93	ADAD1	ENSG00000164113
Q6NS38	ALKBH2	ENSG00000189046
Q96SZ5	ADO	ENSG00000181915
P18089	ADRA2B	ENSG00000274286
Q9H0C2	SLC25A31	ENSG00000151475
A8MVX0	ARHGEF33	ENSG00000214694
P28039	AOAH	ENSG00000136250
Q10567	AP1B1	ENSG00000100280
Q92572	AP3S1	ENSG00000177879
P53365	ARFIP2	ENSG00000132254
Q9NXL2	ARHGEF38	ENSG00000236699
Q8WZ64	ARAP2	ENSG00000047365
Q9UII2	ATP5IF1	ENSG00000285390
Q9UII2	ATP5IF1	ENSG00000130770
Q9NSI6	BRWD1	ENSG00000185658
P12643	BMP2	ENSG00000125845
Q9ULD4	BRPF3	ENSG00000096070
Q96A19	CCDC102A	ENSG00000135736
P22003	BMP5	ENSG00000112175
Q01954	BNC1	ENSG00000169594
P16442	ABO	ENSG00000281879
P16442	ABO	ENSG00000175164
Q8IZY5	BLID	ENSG00000259571
O75363	BCAS1	ENSG00000064787
O60885	BRD4	ENSG00000141867
Q6UX72	B3GNT9	ENSG00000237172
P61769	B2M	ENSG00000273686
P61769	B2M	ENSG00000166710
P53004	BLVRA	ENSG00000106605
Q58F21	BRDT	ENSG00000137948
O76090	BEST1	ENSG00000167995
P15291	B4GALT1	ENSG00000086062
O94812	BAIAP3	ENSG00000007516
Q14457	BECN1	ENSG00000126581
Q9NQY0	BIN3	ENSG00000147439
Q01668	CACNA1D	ENSG00000157388
Q5VUE5	C1orf53	ENSG00000203724
Q13111	CHAF1A	ENSG00000167670
Q5SR53	PIK3CD-AS1	ENSG00000179840
O14523	C2CD2L	ENSG00000172375
Q96M95	CCDC42	ENSG00000161973
A6NI79	CCDC69	ENSG00000198624
Q8IV32	CCDC71	ENSG00000177352
P31415	CASQ1	ENSG00000143318
Q9NQ75	CASS4	ENSG00000087589
Q9Y2G2	CARD8	ENSG00000105483
Q8ND23	CARMIL3	ENSG00000284765
Q8ND23	CARMIL3	ENSG00000186648
Q8N163	CCAR2	ENSG00000158941
P60033	CD81	ENSG00000110651
O15078	CEP290	ENSG00000198707
Q7Z4T9	CFAP91	ENSG00000183833
Q96CF2	CHMP4C	ENSG00000164695
Q6ZQR2	CFAP77	ENSG00000188523
O15519	CFLAR	ENSG00000003402
P32929	CTH	ENSG00000116761
Q96IQ7	CTH	ENSG00000116761
Q9UKY7	CDV3	ENSG00000091527
Q5T2Q4	CCNYL2	ENSG00000182632
Q5T2Q4	CCNYL2	ENSG00000290445
Q99674	CGREF1	ENSG00000138028
P49450	CENPA	ENSG00000115163
Q86WJ1	CHD1L	ENSG00000131778
Q3L8U1	CHD9	ENSG00000177200
A8MT69	CENPX	ENSG00000169689
Q96NB1	CEP20	ENSG00000276914
Q96NB1	CEP20	ENSG00000133393
Q9NYJ1	COA4	ENSG00000181924
P51911	CNN1	ENSG00000130176
Q8WZ69	C11orf40	ENSG00000171987
Q9BQ75	CMSS1	ENSG00000184220
Q9H0W9	C11orf54	ENSG00000182919
Q96DZ9	CMTM5	ENSG00000166091
O76031	CLPX	ENSG00000166855
Q9NWW5	CLN6	ENSG00000128973
P98187	CYP4F8	ENSG00000186526
J3KSC0	LINC01387	ENSG00000265944
Q16526	CRY1	ENSG00000008405
A0A1B0GTH6	CSNKA2IP	ENSG00000283434
O95377	GJB5	ENSG00000189280
Q99708	RBBP8	ENSG00000101773
O14595	CTDSP2	ENSG00000175215
Q8WUS8	SDR42E1	ENSG00000184860
Q5VT33	LINC01545	ENSG00000204904
P60022	DEFB1	ENSG00000284881
P60022	DEFB1	ENSG00000164825
Q8NEG7	DENND6B	ENSG00000205593
Q86XP3	DDX42	ENSG00000198231
Q9NXZ2	DDX43	ENSG00000080007
O75553	DAB1	ENSG00000173406
O94830	DDHD2	ENSG00000085788
Q30KQ4	DEFB116	ENSG00000215545
Q30KP9	DEFB135	ENSG00000285365
Q30KP9	DEFB135	ENSG00000205883
Q92904	DAZL	ENSG00000092345
O14521	SDHD	ENSG00000204370
Q30KQ1	DEFB133	ENSG00000214643
Q96HP0	DOCK6	ENSG00000130158
P52824	DGKQ	ENSG00000145214
P37058	HSD17B3	ENSG00000130948
P56177	DLX1	ENSG00000144355
Q8N9I9	DTX3	ENSG00000178498
P25101	EDNRA	ENSG00000151617
Q13202	DUSP8	ENSG00000278165
Q13202	DUSP8	ENSG00000273793
Q13202	DUSP8	ENSG00000184545
P01133	EGF	ENSG00000138798
O43281	EFS	ENSG00000100842
Q5JPI9	EEF1AKMT2	ENSG00000203791
O43921	EFNA2	ENSG00000099617
A2A2Y4	FRMD3	ENSG00000172159
Q9H469	FBXL15	ENSG00000107872
P07954	FH	ENSG00000091483
A0A2Z4LIS9	FOXO3B	ENSG00000240445
Q16676	FOXD1	ENSG00000251493
Q99853	FOXB1	ENSG00000171956
P14324	FDPS	ENSG00000160752
Q14393	GAS6	ENSG00000183087
Q9HCQ5	GALNT9	ENSG00000288490
Q9HCQ5	GALNT9	ENSG00000182870
Q96D09	GPRASP2	ENSG00000158301
Q8N9W4	GOLGA6L2	ENSG00000288517
Q8N9W4	GOLGA6L2	ENSG00000174450
P0CL81	GAGE12G	ENSG00000215269
O60262	GNG7	ENSG00000176533
Q9BSJ2	TUBGCP2	ENSG00000130640
Q7L5L3	GDPD3	ENSG00000102886
O76003	GLRX3	ENSG00000108010
O60741	HCN1	ENSG00000164588
Q8TDF6	RASGRP4	ENSG00000171777
Q9HAV7	GRPEL1	ENSG00000109519
P49840	GSK3A	ENSG00000105723
P20671	H2AC7	ENSG00000196866
Q9BZM3	GSX2	ENSG00000180613
Q99871	HAUS7	ENSG00000213397
Q6UWZ7	ABRAXAS1	ENSG00000163322
Q969K4	ABTB1	ENSG00000114626
A8K2U0	A2ML1	ENSG00000166535
Q9BTE6	AARSD1	ENSG00000266967
Q7Z5M8	ABHD12B	ENSG00000131969
P00519	ABL1	ENSG00000097007
P30532	CHRNA5	ENSG00000169684
Q5BKT4	ALG10	ENSG00000139133
Q9Y4X0	AMMECR1	ENSG00000101935
P35611	ADD1	ENSG00000087274
Q6IQ32	ADNP2	ENSG00000101544
Q96P64	AGAP4	ENSG00000188234
Q9H568	ACTL8	ENSG00000117148
Q01718	MC2R	ENSG00000185231
P17516	AKR1C4	ENSG00000198610
Q99965	ADAM2	ENSG00000276286
Q99965	ADAM2	ENSG00000104755
O43306	ADCY6	ENSG00000174233
Q6DHV7	ADAL	ENSG00000168803
Q86SQ6	ADGRA1	ENSG00000197177
Q53FZ2	ACSM3	ENSG00000005187
Q9Y6Z5	AFDN-DT	ENSG00000198221
Q13790	APOF	ENSG00000175336
Q8N9B4	ANKRD42	ENSG00000137494
Q6T311	ARL9	ENSG00000196503
Q9NR80	ARHGEF4	ENSG00000136002
Q8N8L6	ARL10	ENSG00000175414
Q5SZL2	CEP85L	ENSG00000111860
Q9HC52	CBX8	ENSG00000141570
Q9H8W2	LINC00472	ENSG00000233237
O15335	CHAD	ENSG00000136457
Q13042	CDC16	ENSG00000130177
Q86SI9	C5orf38	ENSG00000186493
Q5SZQ8	CELF3	ENSG00000159409
Q711Q0	C10orf71	ENSG00000177354
Q9Y3Y2	CHTOP	ENSG00000160679
Q5BLP8	C4orf48	ENSG00000243449
Q13319	CDK5R2	ENSG00000171450
Q2HXU8	CLEC12B	ENSG00000256660
Q8N815	CNTD1	ENSG00000176563
A0A1B0GVM6	C11orf97	ENSG00000257057
Q9P2W6	C11orf21	ENSG00000110665
Q8WTT0	CLEC4C	ENSG00000198178
P0C0L5	C4B	ENSG00000224639
P0C0L5	C4B	ENSG00000228454
P0C0L5	C4B	ENSG00000236625
P0C0L5	C4B	ENSG00000228267
P0C0L5	C4B	ENSG00000224389
P0C0L5	C4B_2	ENSG00000233312
O43174	CYP26A1	ENSG00000095596
P24903	CYP2F1	ENSG00000197446
Q9P0S2	COX16	ENSG00000133983
K7EIQ3	ZNF561-AS1	ENSG00000267106
Q9H112	CST11	ENSG00000125831
Q8N144	GJD3	ENSG00000183153
Q8N144	GJC1	ENSG00000182963
P36383	GJC1	ENSG00000182963
Q86XM0	CATSPERD	ENSG00000174898
O60494	CUBN	ENSG00000107611
Q9GZN8	C20orf27	ENSG00000101220
Q9H816	DCLRE1B	ENSG00000118655
Q9H295	DCSTAMP	ENSG00000164935
Q8N9W5	DNAAF3	ENSG00000167646
Q9NR90	DAZ3	ENSG00000187191
Q9UHG0	DCDC2	ENSG00000146038
Q09019	DMWD	ENSG00000185800
P60981	DSTN	ENSG00000125868
Q9NNZ3	DNAJC4	ENSG00000110011
P49916	LIG3	ENSG00000005156
Q6UXM1	LIG3	ENSG00000005156
Q16854	DGUOK	ENSG00000114956
Q9UBS4	DNAJB11	ENSG00000090520
Q02413	DSG1	ENSG00000134760
Q96DT5	DNAH11	ENSG00000105877
Q9Y6K1	DNMT3A	ENSG00000119772
Q8TD57	DNAH3	ENSG00000158486
Q15723	ELF2	ENSG00000109381
Q9UKW6	ELF5	ENSG00000135374
Q9NQZ7	ENTPD7	ENSG00000198018
Q8WVX9	FAR1	ENSG00000197601
P0C7X0	FAM90A24P	ENSG00000215354
Q9NYF5	FAM13B	ENSG00000031003
P0C7W9	FAM90A14	ENSG00000285814
Q9NVL1	FAM86C1P	ENSG00000158483
Q8N2R8	FAM43A	ENSG00000185112
P15170	GSPT1	ENSG00000103342
Q8NA70	FAM47B	ENSG00000189132
Q8IXL6	FAM20C	ENSG00000281429
Q8IXL6	FAM20C	ENSG00000282147
Q8IXL6	FAM20C	ENSG00000288499
Q8IXL6	FAM20C	ENSG00000177706
Q9BZE7	C22orf23	ENSG00000128346
Q9NVI1	FANCI	ENSG00000140525
Q8IYD8	FANCM	ENSG00000187790
P15311	EZR	ENSG00000092820
O95990	FAM107A	ENSG00000168309
Q8WUF8	FAM172A	ENSG00000113391
Q8TAY7	FAM110D	ENSG00000197245
A6PVY3	FAM177B	ENSG00000197520
Q6IPR1	ETFRF1	ENSG00000205707
Q14677	CLINT1	ENSG00000113282
Q8N0U4	FAM185A	ENSG00000222011
Q15024	EXOSC7	ENSG00000075914
Q9NVH0	EXD2	ENSG00000081177
A6NFA0	FAM205C	ENSG00000187791
Q9H201	EPN3	ENSG00000049283
Q8WUB2	FAM216A	ENSG00000204856
P16118	PFKFB1	ENSG00000158571
Q9NQ60	EQTN	ENSG00000120160
Q92935	EXTL1	ENSG00000158008
Q9Y6R7	FCGBP	ENSG00000281123
Q9Y6R7	FCGBP	ENSG00000275395
Q05932	FPGS	ENSG00000136877
Q9H9S5	FKRP	ENSG00000181027
Q5MNV8	FBXO47	ENSG00000204952
B3EWG3	FAM25A	ENSG00000188100
O43427	FIBP	ENSG00000172500
A2VDF0	FUOM	ENSG00000148803
Q9UBS5	GABBR1	ENSG00000232569
Q9UBS5	GABBR1	ENSG00000237051
Q9UBS5	GABBR1	ENSG00000232632
Q9UBS5	GABBR1	ENSG00000206511
Q9UBS5	GABBR1	ENSG00000237112
Q9UBS5	GABBR1	ENSG00000206466
Q9UBS5	GABBR1	ENSG00000204681
Q96I24	FUBP3	ENSG00000107164
Q5VVW2	GARNL3	ENSG00000136895
O15353	FOXN1	ENSG00000109101
O15409	FOXP2	ENSG00000128573
Q14C86	GAPVD1	ENSG00000165219
B5MD39	GGTLC3	ENSG00000274252
P01225	FSHB	ENSG00000131808
Q96MS3	GLT1D1	ENSG00000151948
Q03113	GNA12	ENSG00000146535
Q7Z6J2	TAMALIN	ENSG00000161835
Q9Y3E0	GOLT1B	ENSG00000111711
Q08AF8	GOLGA8G	ENSG00000273651
Q08AF8	GOLGA8G	ENSG00000277090
Q08AF8	GOLGA8G	ENSG00000183629
Q14439	GPR176	ENSG00000166073
P38405	GNAL	ENSG00000141404
Q14451	GRB7	ENSG00000141738
P32189	GK	ENSG00000198814
O43194	GPR39	ENSG00000183840
P46089	GPR3	ENSG00000181773
Q9Y2T5	GPR52	ENSG00000203737
Q6UWM5	GLIPR1L1	ENSG00000173401
Q16695	H3-4	ENSG00000285435
Q16695	H3-4	ENSG00000168148
Q96P50	ACAP3	ENSG00000131584
Q9NUN7	ACER3	ENSG00000078124
P31937	HIBADH	ENSG00000106049
Q9NP78	ABCB9	ENSG00000150967
Q9UDR5	AASS	ENSG00000008311
P20309	CHRM3	ENSG00000133019
Q05901	CHRNB3	ENSG00000147432
P55196	AFDN	ENSG00000130396
Q08AH3	ACSM2A	ENSG00000183747
Q9H013	ADAM19	ENSG00000135074
Q6QNK2	ADGRD1	ENSG00000111452
O60241	ADGRB2	ENSG00000121753
Q9BYT9	ANO3	ENSG00000134343
Q8N283	ANKRD35	ENSG00000198483
Q7Z713	ANKRD37	ENSG00000186352
Q12955	ANK3	ENSG00000151150
Q9NWX5	ASB6	ENSG00000148331
Q9H1I8	ASCC2	ENSG00000100325
Q6HA08	ASTL	ENSG00000188886
Q01814	ATP2B2	ENSG00000157087
P23634	ATP2B2	ENSG00000157087
P0DMR3	ATXN8OS	ENSG00000230223
O00192	ARVCF	ENSG00000099889
Q8N5I2	ARRDC1	ENSG00000197070
P56880	CLDN20	ENSG00000171217
O14493	CLDN4	ENSG00000189143
P54252	ATXN3	ENSG00000066427
Q8NHS1	CLDND2	ENSG00000160318
Q5TC12	ATPAF1	ENSG00000123472
Q9H324	ADAMTS10	ENSG00000142303
Q6UX73	C16orf89	ENSG00000153446
Q9BXS0	COL25A1	ENSG00000188517
A8MZG2	C16orf90	ENSG00000215131
P00395	MT-CO1	ENSG00000198804
Q9H693	C16orf95	ENSG00000260456
P00403	MT-CO2	ENSG00000198712
P53621	COPA	ENSG00000122218
P05108	CYP11A1	ENSG00000288362
P05108	CYP11A1	ENSG00000140459
Q7Z408	CSMD2	ENSG00000121904
Q7Z407	CSMD3	ENSG00000164796
P35606	COPB2	ENSG00000184432
Q9UPN4	CEP131	ENSG00000141577
P53618	COPB1	ENSG00000129083
P20023	CR2	ENSG00000117322
Q66GS9	CEP135	ENSG00000174799
Q13098	GPS1	ENSG00000169727
Q8WTW3	COG1	ENSG00000166685
Q96BA8	CREB3L1	ENSG00000157613
Q14746	COG2	ENSG00000135775
Q70SY1	CREB3L2	ENSG00000182158
P48444	ARCN1	ENSG00000095139
P61201	COPS2	ENSG00000166200
P61201	CSN2	ENSG00000283030
P61201	CSN2	ENSG00000135222
P05814	CSN2	ENSG00000283030
P05814	CSN2	ENSG00000135222
Q96JB2	COG3	ENSG00000136152
Q68CJ9	CREB3L3	ENSG00000060566
P05093	CYP17A1	ENSG00000148795
O14579	COPE	ENSG00000105669
Q8TEY5	CREB3L4	ENSG00000143578
Q9H9E3	COG4	ENSG00000103051
Q9Y678	COPG1	ENSG00000181789
P10606	COX5B	ENSG00000135940
Q9UP83	COG5	ENSG00000284369
Q9UP83	COG5	ENSG00000164597
Q9UNS2	COPS3	ENSG00000141030
Q9UNS2	CSN3	ENSG00000171209
P07498	CSN3	ENSG00000171209
Q9UBF2	COPG2	ENSG00000158623
Q5RI15	COX20	ENSG00000203667
Q9Y2V7	COG6	ENSG00000133103
Q9NQ79	CRTAC1	ENSG00000095713
Q9NQ79	CEP68	ENSG00000011523
Q76N32	CEP68	ENSG00000011523
Q9BT78	COPS4	ENSG00000138663
P09669	COX6C	ENSG00000164919
Q6ZU35	CRACD	ENSG00000109265
Q9NQ92	COPRS	ENSG00000172301
P83436	COG7	ENSG00000168434
O15431	SLC31A1	ENSG00000136868
P78560	CRADD	ENSG00000169372
P11511	CYP19A1	ENSG00000137869
O15432	SLC31A2	ENSG00000136867
Q9P218	COL20A1	ENSG00000101203
Q9Y6Z7	COLEC10	ENSG00000184374
Q9UBW8	COPS7A	ENSG00000111652
P26998	CRYBB3	ENSG00000100053
Q9Y4K1	CRYBG1	ENSG00000112297
P05177	CYP1A2	ENSG00000140505
P00414	MT-CO3	ENSG00000198938
Q7Z7K0	CMC1	ENSG00000187118
Q9BWP8	COLEC11	ENSG00000118004
Q9H9Q2	COPS7B	ENSG00000144524
Q8N1P7	CRYBG2	ENSG00000176092
Q68DQ2	CRYBG3	ENSG00000080200
Q8N668	COMMD1	ENSG00000173163
Q9NRP2	CMC2	ENSG00000103121
Q5KU26	COLEC12	ENSG00000158270
O60519	CREBL2	ENSG00000111269
Q86X83	COMMD2	ENSG00000114744
Q9UBI1	COMMD3	ENSG00000148444
Q9H0A8	COMMD4	ENSG00000140365
P07333	CSF1R	ENSG00000182578
Q16678	CYP1B1	ENSG00000138061
Q9GZQ3	COMMD5	ENSG00000170619
Q14019	COTL1	ENSG00000103187
Q7Z4G1	COMMD6	ENSG00000188243
Q6UW02	CYP20A1	ENSG00000119004
Q86VX2	COMMD7	ENSG00000149600
Q9NX08	COMMD8	ENSG00000169019
P09603	CSF1	ENSG00000184371
Q9P000	COMMD9	ENSG00000110442
Q96P44	COL21A1	ENSG00000124749
Q5H9J7	BEX5	ENSG00000184515
O95972	BMP15	ENSG00000130385
P30043	BLVRB	ENSG00000090013
Q8N4F0	BPIFB2	ENSG00000078898
P78537	BLOC1S1	ENSG00000135441
P15538	CYP11B1	ENSG00000160882
Q86WA6	BPHL	ENSG00000137274
Q6PJG6	BRAT1	ENSG00000106009
P04920	SLC4A2	ENSG00000164889
P51587	BRCA2	ENSG00000139618
P50895	BCAM	ENSG00000187244
P56817	BACE1	ENSG00000186318
Q9H3F6	KCTD10	ENSG00000110906
O75752	B3GALNT1	ENSG00000169255
O00512	BCL9	ENSG00000116128
P43235	CTSK	ENSG00000143387
P43235	CTSO	ENSG00000263238
P43235	CTSO	ENSG00000256043
P43234	CTSO	ENSG00000263238
P43234	CTSO	ENSG00000256043
Q6NSX1	CCDC70	ENSG00000123171
P42574	CASP3	ENSG00000164305
Q8N5R6	CCDC33	ENSG00000288407
Q8N5R6	CCDC33	ENSG00000140481
Q9UBN1	CACNG4	ENSG00000075461
Q9P1Z9	CCDC180	ENSG00000197816
Q92793	CREBBP	ENSG00000005339
Q6V702	CFAP299	ENSG00000197826
Q7Z460	CLASP1	ENSG00000074054
Q14031	COL4A6	ENSG00000197565
Q96GR2	ACSBG1	ENSG00000103740
Q9NUQ8	ABCF3	ENSG00000161204
P20594	NPR2	ENSG00000159899
O95782	AP2A1	ENSG00000196961
Q5JPF3	ANKRD36C	ENSG00000174501
P41181	AQP2	ENSG00000167580
Q8N7S6	ARIH2OS	ENSG00000221883
Q9Y2Y0	ARL2BP	ENSG00000102931
O95841	ANGPTL1	ENSG00000116194
Q9HBZ2	ARNT2	ENSG00000172379
P20933	AGA	ENSG00000038002
O14744	PRMT5	ENSG00000100462
Q9UBL0	ARPP21	ENSG00000172995
P50747	HLCS	ENSG00000159267
Q96RK4	BBS4	ENSG00000140463
O43521	BCL2L11	ENSG00000153094
P56945	BCAR1	ENSG00000285460
P56945	BCAR1	ENSG00000050820
Q9UL15	BAG5	ENSG00000166170
Q9UQB8	BAIAP2	ENSG00000175866
I3L3R5	CCER2	ENSG00000283099
I3L3R5	CCER2	ENSG00000262484
P22223	CDH3	ENSG00000062038
P55291	CDH3	ENSG00000062038
Q16568	CARTPT	ENSG00000164326
P0CE67	LINC02877	ENSG00000237787
A6NI56	CCDC154	ENSG00000197599
Q6PK04	CCDC137	ENSG00000185298
Q8IVU9	CABCOCO1	ENSG00000183346
Q92851	CASP10	ENSG00000003400
P55773	CCL23	ENSG00000276114
P55773	CCL23	ENSG00000274736
Q8NHU2	CFAP61	ENSG00000089101
P08603	CFH	ENSG00000000971
Q9BWS9	CHID1	ENSG00000177830
O95400	CD2BP2	ENSG00000169217
Q7L1S5	CHST9	ENSG00000154080
Q8N884	CGAS	ENSG00000164430
Q9BZC1	CELF4	ENSG00000101489
P46527	CDKN1B	ENSG00000111276
P19397	CD53	ENSG00000143119
Q5VYM1	C9orf131	ENSG00000174038
P24385	CCND1	ENSG00000110092
Q5JQF7	LINC01556	ENSG00000231041
Q5JQF7	LINC01556	ENSG00000237634
Q5JQF7	LINC01556	ENSG00000233566
Q5JQF7	LINC01556	ENSG00000206526
Q5JQF7	LINC01556	ENSG00000237313
Q5JQF7	LINC01556	ENSG00000204709
O96020	CCNE2	ENSG00000175305
Q8NCG5	CHST4	ENSG00000140835
P27544	CERS1	ENSG00000223802
Q9NRU3	CNNM1	ENSG00000119946
Q9P126	CLEC1B	ENSG00000165682
Q16740	CLPP	ENSG00000125656
Q6ZU45	CLEC20A	ENSG00000188585
Q13956	PDE6H	ENSG00000139053
Q8N2M8	CLASRP	ENSG00000104859
P08123	COL1A2	ENSG00000164692
Q8TEF2	C10orf105	ENSG00000214688
Q15021	NCAPD2	ENSG00000010292
P33260	CYP2C18	ENSG00000108242
O75462	CRLF1	ENSG00000006016
Q96RY5	CRAMP1	ENSG00000007545
Q9UFG5	C19orf25	ENSG00000119559
A0A1B0GTL2	C20orf204	ENSG00000196421
P0DMU8	CT45A5	ENSG00000228836
Q9Y2S2	CRYL1	ENSG00000165475
P46108	CRK	ENSG00000167193
Q8NHU0	CT45A3	ENSG00000269096
P19876	CXCL3	ENSG00000163734
Q07325	CXCL9	ENSG00000138755
P56545	CTBP2	ENSG00000175029
Q6UX04	CWC27	ENSG00000153015
Q9NTM9	CUTC	ENSG00000119929
Q5W186	CST9	ENSG00000173335
Q14999	CUL7	ENSG00000044090
Q13619	CUL4A	ENSG00000139842
Q14154	DELE1	ENSG00000081791
Q13561	DCTN2	ENSG00000175203
Q86Y56	DNAAF5	ENSG00000164818
P59103	DAOA	ENSG00000182346
Q96B18	DACT3	ENSG00000197380
Q9UHL0	DDX25	ENSG00000109832
O00571	DDX3X	ENSG00000215301
Q9H9R9	DBNDD1	ENSG00000003249
Q9BVC3	DSCC1	ENSG00000136982
Q9BY27	DGCR6L	ENSG00000128185
Q96PD7	DGAT2	ENSG00000062282
Q7Z478	DHX29	ENSG00000067248
Q8IX18	DHX40	ENSG00000108406
Q9NVH1	DNAJC11	ENSG00000007923
Q6ZR08	DNAH12	ENSG00000174844
Q9UNI6	DUSP12	ENSG00000081721
O43854	EDIL3	ENSG00000164176
Q8TC29	ENKUR	ENSG00000151023
Q00013	MPP1	ENSG00000130830
